0,Ημέρα,Δευτέρα
0,Έναρξη,18:00
0,Λήξη,21:00
0,Διδάσκων,Μυλωνάς
0,Άιθουσα,Αίθουσα ΠΜΣ
0,Εξάμηνο,Β
0,Μάθημα,Εξόρυξη δεδομένων και διαχείριση γνώσης
1,Ημέρα,Τρίτη
1,Έναρξη,15:00
1,Λήξη,18:00
1,Διδάσκων,Στεφανιδάκης
1,Άιθουσα,Αίθουσα ΠΜΣ
1,Εξάμηνο,Β
1,Μάθημα,Προγραμματισμός Σημασιολογικού Ιστού
2,Ημέρα,Τρίτη
2,Έναρξη,18:00
2,Λήξη,21:00
2,Διδάσκων,Βλάμος
2,Άιθουσα,Αίθουσα ΠΜΣ
2,Εξάμηνο,Β
2,Μάθημα,Βιοπληροφορική
